19-05-2020 18:11:07,1589904668,0.18655
19-05-2020 18:11:41,1589904702,0.18668
19-05-2020 18:12:17,1589904737,0.18687
19-05-2020 18:12:17,1589904737,0.18688
19-05-2020 18:12:17,1589904737,0.18689
19-05-2020 18:12:17,1589904737,0.1869
19-05-2020 18:12:17,1589904737,0.1869
19-05-2020 18:13:01,1589904782,0.1869
19-05-2020 18:13:01,1589904782,0.1869
19-05-2020 18:13:38,1589904818,0.187
19-05-2020 18:13:38,1589904818,0.187
19-05-2020 18:17:28,1589905049,0.18682
19-05-2020 18:17:29,1589905049,0.18682
19-05-2020 18:17:29,1589905049,0.18682
19-05-2020 18:19:56,1589905197,0.187
19-05-2020 18:20:18,1589905218,0.18717
19-05-2020 18:20:18,1589905218,0.1872
19-05-2020 18:20:18,1589905218,0.1872
19-05-2020 18:20:18,1589905218,0.18725
19-05-2020 18:20:18,1589905218,0.18727
19-05-2020 18:20:18,1589905218,0.18728
19-05-2020 18:20:18,1589905218,0.18729
19-05-2020 18:20:18,1589905218,0.18729
19-05-2020 18:20:45,1589905245,0.187
19-05-2020 18:23:26,1589905407,0.18717
19-05-2020 18:24:09,1589905450,0.18703
19-05-2020 18:27:08,1589905628,0.18726
19-05-2020 18:28:19,1589905699,0.18738
19-05-2020 18:28:19,1589905699,0.1874
19-05-2020 18:28:19,1589905699,0.18745
19-05-2020 18:28:19,1589905699,0.18746
19-05-2020 18:28:19,1589905699,0.1875
19-05-2020 18:28:19,1589905699,0.1875
19-05-2020 18:28:19,1589905699,0.18752
19-05-2020 18:30:40,1589905840,0.18726
19-05-2020 18:30:40,1589905840,0.18711
19-05-2020 18:30:45,1589905846,0.18728
19-05-2020 18:30:45,1589905846,0.18706
19-05-2020 18:31:04,1589905865,0.18724
19-05-2020 18:31:04,1589905865,0.18724
19-05-2020 18:31:51,1589905912,0.18724
19-05-2020 18:32:34,1589905955,0.18717
19-05-2020 18:32:35,1589905956,0.18716
19-05-2020 18:36:20,1589906181,0.18717
